period_end,factor_id,score,rationale
2025-06-30,balance_sheet_health,8.5,"2025年现金与存货预计达到历史峰值（货币资金+拆出资金2,300亿元，存货510亿元），资产负债率极低（13.0%），无有息负债，显示极强的财务健康。"
2025-06-30,cash_flow_health,8.5,公司持续保持强劲的经营现金流（43.10亿元）和自由现金流，无需再投资、无债务依赖，是完美的“现金奶牛”。
2025-09-30,market_potential,7.0,2025年预计增速换挡至个位数，全国白酒总产量企稳在400万吨左右，茅台仍将通过“挤占”而非“扩容”实现增长。
2025-09-30,pricing_power,8.5,2025年飞天茅台出厂价维持在1169元，但i茅台直销模式和非标产品销售权回收，将持续拉动毛利率和利润转化率，净利润率预计49.0%。
2025-09-30,branding_power,8.0,i茅台用户数突破7600万，非标产品销售额占比提升，公司试图通过i茅台培养年轻人对酱香的“品牌心智”，但用户认为其核心仍是社交礼仪。
2025-09-30,management_quality,8.5,2025年i茅台实现酒类不含税收入约235亿-250亿元，营收占比提升至13%左右，显示管理层在直销化战略上的执行力。
2025-09-30,strategy_soundness,9.0,i茅台回收“非标”销售权，在1499元之上构建2499元（生肖）和3299元（精品）两个价格堡垒，是应对消费降级、提升利润的战略。
2025-09-30,competitive_position,9.0,2025年茅台1935营收预计超150亿，持续挤占五粮液普五和国窖1573的市场份额，显示其跨价格带的竞争力，库存周转率0.32。
2025-09-30,industry_position,8.5,2025年茅台净利润率预计仍接近50%（49.0%），i茅台和1935的成功进一步巩固其在白酒行业的利润占有率和领导地位。
2025-09-30,shareholder_reward,9.0,2024年回购方案已基本实施完毕，市场预期茅台有望建立常态化回购机制，持续回报股东。
2025-09-30,balance_sheet_health,8.5,"2025年现金与存货预计达到历史峰值（货币资金+拆出资金2,300亿元，存货510亿元），资产负债率极低（13.0%），无有息负债，显示极强的财务健康。"
2025-09-30,cash_flow_health,8.5,公司持续保持强劲的经营现金流（250.78亿元）和自由现金流，无需再投资、无债务依赖，是完美的“现金奶牛”。
2025-12-31,market_potential,7.0,2025年预计增速换挡至个位数，全国白酒总产量企稳在400万吨左右，茅台仍将通过“挤占”而非“扩容”实现增长。
2025-12-31,pricing_power,8.5,2025年飞天茅台出厂价维持在1169元，但i茅台直销模式和非标产品销售权回收，将持续拉动毛利率和利润转化率，净利润率预计49.0%。
2025-12-31,branding_power,8.0,i茅台用户数突破7600万，非标产品销售额占比提升，公司试图通过i茅台培养年轻人对酱香的“品牌心智”，但用户认为其核心仍是社交礼仪。
2025-12-31,management_quality,8.5,2025年i茅台实现酒类不含税收入约235亿-250亿元，营收占比提升至13%左右，显示管理层在直销化战略上的执行力。
2025-12-31,strategy_soundness,9.0,i茅台回收“非标”销售权，在1499元之上构建2499元（生肖）和3299元（精品）两个价格堡垒，是应对消费降级、提升利润的战略。
2025-12-31,competitive_position,9.0,2025年茅台1935营收预计超150亿，持续挤占五粮液普五和国窖1573的市场份额，显示其跨价格带的竞争力，库存周转率0.32。
2025-12-31,industry_position,8.5,2025年茅台净利润率预计仍接近50%（49.0%），i茅台和1935的成功进一步巩固其在白酒行业的利润占有率和领导地位。
2025-12-31,shareholder_reward,8.0,2024年回购方案已基本实施完毕，市场预期茅台有望建立常态化回购机制，持续回报股东。
2025-12-31,balance_sheet_health,8.5,"2025年现金与存货预计达到历史峰值（货币资金+拆出资金2,300亿元，存货510亿元），资产负债率极低（13.0%），无有息负债，显示极强的财务健康。"
2025-12-31,cash_flow_health,7.5,公司持续保持强劲的经营现金流和自由现金流，无需再投资、无债务依赖，是完美的“现金奶牛”。
2026-03-31,market_potential,7.5,2026年进入放量期，可供售卖的飞天茅台成品酒将有显著增量，全国白酒总产量预计在400万吨左右寻找新平衡。
2026-03-31,pricing_power,9.5,自2026年3月31日起，飞天茅台销售合同价由1169元/瓶调整为1269元/瓶，自营体系零售价同步上调，为近两年半来首次出厂价调整。
2026-03-31,branding_power,8.0,"2026年春节期间，飞天茅台散瓶价迅速拉升至1,800元附近，说明民间的“恐慌性抛售”已经停止，品牌金融属性的“冰层”开始消融。"
2026-03-31,management_quality,8.5,2026年初，茅台已宣布非标产品全面实行“代销制”，线下店仅作为配送点并提取5%佣金，意味着非标产品定价权和利润大头已彻底收归i茅台。
2026-03-31,strategy_soundness,9.0,2026年茅台敢于推行“回归金字塔”结构，因为塔基（普通飞天）的弹药充足，未来增长逻辑将从“量增”到“价增”，增加“精品、生肖、陈年”占比。
2026-03-31,competitive_position,9.5,"茅台的提价为整个行业撑开了“安全伞”，巩固了其行业领导地位，飞天茅台批价约1,790元。"
2026-03-31,industry_position,9.5,2026年茅台的出厂价上调，为整个行业提供了价格支撑，巩固了其行业领导地位和定价权。
2026-03-31,shareholder_reward,9.0,截至2026年初，60亿回购已基本实施完毕，管理层承认回购比单纯存银行更有利于股东，市场预期有望建立常态化回购机制。
2026-03-31,balance_sheet_health,9.5,"公司现金与存货预计达到历史峰值（货币资金+拆出资金2,300亿元，存货510亿元），资产负债率极低（13.0%），无有息负债，财务状况极其健康。"
2026-03-31,cash_flow_health,9.5,公司持续保持强劲的经营现金流和自由现金流，无需再投资、无债务依赖，是完美的“现金奶牛”。
